1453332917311175,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917311241,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917321091,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917321188,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917331514,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917331582,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917341211,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917341275,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917351279,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917351342,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917360277,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917360343,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917373081,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917373188,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917381469,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917381530,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917391151,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917391212,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917401049,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917401106,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917410893,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917410949,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917421593,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917421640,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917431255,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917431311,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917440237,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917440312,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917451638,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917451709,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917460706,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917460774,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917470047,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917470110,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917483610,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917483671,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917490813,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917490876,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917503132,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917503182,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917523645,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917523721,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917523775,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917523808,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917530191,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917530247,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917540722,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917540786,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917551496,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917551572,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917561585,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
1453332917561697,156.241991, 903.582202, 58.938501, 3.141525, 0.000463, -0.000082
1453332917570437,80.328115, -648.173002, 58.608662, -3.141376, 0.003230, -0.000037
